Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Hospitalizations,11/26/2022,65-79,54.1,42.3,14.6,1.3,3.7,,,,,,38782,40220,178387,21,17,26,65,79
Deaths,09/04/2021,65-79,12.6,1.5,,8.4,,,,,,,63381,196048,,8,3,,65,79
Hospitalizations,06/18/2022,80+,31.0,121.1,60.6,0.3,0.5,,,,,,25801,12385,46234,8,15,28,80,200
Hospitalizations,05/15/2021,65-79,54.9,3.6,,15.2,,,,,,,80159,167898,,44,6,,65,79
Deaths,01/01/2022,50-64,26.0,3.8,0.7,6.8,37.1,,,,,,53795,208012,148877,14,8,1,50,64
Hospitalizations,06/05/2021,65-79,22.7,1.7,,13.4,,,,,,,74878,180667,,17,3,,65,79
Deaths,06/25/2022,18-29,0.0,0.0,0.0,,,,,,,,98903,214449,151439,0,0,0,18,29
Cases,07/03/2021,30-49,26.9,9.6,,2.8,,,,,,,279320,479094,,75,46,,30,49
Hospitalizations,04/30/2022,18-29,2.9,2.3,2.1,1.3,1.4,,,,,,101765,217441,146299,3,5,3,18,29
Hospitalizations,03/05/2022,30-49,3.1,3.0,0.9,1.0,3.4,,,,,,129674,297227,317590,4,9,3,30,49
Cases,06/05/2021,65-79,37.4,6.6,,5.7,,,,,,,74878,180667,,28,12,,65,79
Deaths,07/02/2022,80+,3.9,8.2,2.2,0.5,1.8,,,,,,25739,12190,46510,1,1,1,80,200
Cases,05/29/2021,80+,58.5,14.3,,4.1,,,,,,,34175,48863,,20,7,,80,200
Hospitalizations,08/07/2021,80+,34.7,16.9,,2.1,,,,,,,31663,53182,,11,9,,80,200
Hospitalizations,10/22/2022,5-11,2.2,0.0,0.0,,,,,,,,91725,82122,21185,2,0,0,5,11
Cases,07/16/2022,80+,171.4,274.6,258.8,0.6,0.7,,,,,,25674,12019,46759,44,33,121,80,200
Cases,10/15/2022,30-49,145.8,51.4,82.1,2.8,1.8,,,,,,113866,276402,354439,166,142,291,30,49
Hospitalizations,12/18/2021,50-64,186.4,23.5,8.0,7.9,23.3,,,,,,57408,242569,111836,107,57,9,50,64
Cases,06/12/2021,50-64,37.4,4.9,,7.6,,,,,,,114988,282884,,43,14,,50,64
Deaths,10/08/2022,50-64,5.7,0.0,0.4,,14.2,,,,,,35196,124617,250331,2,0,1,50,64
Hospitalizations,04/23/2022,65-79,10.9,17.9,4.9,0.6,2.2,,,,,,45824,50175,162945,5,9,8,65,79
Cases,11/12/2022,65-79,182.6,129.8,110.5,1.4,1.7,,,,,,39440,40845,177446,72,53,196,65,79
Cases,10/22/2022,18-29,145.5,46.4,83.0,3.1,1.8,,,,,,90022,211168,160156,131,98,133,18,29
Hospitalizations,07/10/2021,50-64,4.8,0.3,,16.0,,,,,,,104288,307467,,5,1,,50,64
Hospitalizations,01/15/2022,18-29,47.5,14.2,7.7,3.3,6.2,,,,,,126363,246505,90622,60,35,7,18,29
Cases,09/03/2022,18-29,203.6,88.5,130.7,2.3,1.6,,,,,,95775,211246,156864,195,187,205,18,29
Cases,10/01/2022,50-64,235.9,67.2,98.2,3.5,2.4,,,,,,35613,125081,249615,84,84,245,50,64
Deaths,05/01/2021,30-49,1.9,0.0,,,,,,,,,359864,242169,,7,0,,30,49
Hospitalizations,09/10/2022,12-17,6.0,0.0,0.0,,,,,,,,33565,86668,44824,2,0,0,12,17
Hospitalizations,02/19/2022,12-17,0.0,0.0,0.0,,,,,,,,38696,96764,24441,0,0,0,12,17
Cases,03/12/2022,65-79,44.9,20.6,34.7,2.2,1.3,,,,,,46784,53314,158642,21,11,55,65,79
Deaths,08/07/2021,18-29,1.4,0.0,,,,,,,,,209873,279082,,3,0,,18,29
Hospitalizations,08/14/2021,All,16.4,3.4,,4.8,,23.6,2.5,,9.4,,1102452,1432243,,181,48,,999,999
Cases,10/23/2021,18-29,133.8,54.0,18.2,2.5,7.4,,,,,,171919,309354,5490,230,167,1,18,29
Deaths,11/20/2021,65-79,5.5,0.0,0.0,,,,,,,,54441,134531,70449,3,0,0,65,79
Cases,01/01/2022,80+,1097.3,1637.2,649.2,0.7,1.7,,,,,,27248,20828,36043,299,341,234,80,200
Deaths,08/06/2022,12-17,0.0,0.0,0.0,,,,,,,,34141,89996,40986,0,0,0,12,17
Cases,05/14/2022,80+,130.5,168.7,243.2,0.8,0.5,,,,,,26055,13043,45223,34,22,110,80,200
Deaths,05/21/2022,80+,0.0,0.0,4.4,,0.0,,,,,,25977,12905,45432,0,0,2,80,200
Hospitalizations,07/23/2022,50-64,39.5,12.4,12.3,3.2,3.2,,,,,,37954,128983,244096,15,16,30,50,64
Cases,05/21/2022,5-11,305.7,497.2,731.7,0.6,0.4,,,,,,98777,96339,410,302,479,3,5,11
Hospitalizations,10/29/2022,65-79,32.4,26.4,19.3,1.2,1.7,,,,,,40142,41618,176238,13,11,34,65,79
Deaths,05/01/2021,50-64,7.9,0.0,,,,,,,,,152777,168618,,12,0,,50,64
Hospitalizations,06/26/2021,12-17,0.0,0.0,,,,,,,,,110033,40429,,0,0,,12,17
Hospitalizations,07/16/2022,30-49,14.0,4.6,5.5,3.0,2.5,,,,,,121296,281647,344272,17,13,19,30,49
Cases,11/12/2022,12-17,166.3,64.2,80.9,2.6,2.1,,,,,,32468,84070,48197,54,54,39,12,17
Hospitalizations,07/02/2022,30-49,15.6,4.2,5.8,3.7,2.7,,,,,,121981,282618,342843,19,12,20,30,49
Hospitalizations,11/26/2022,18-29,11.7,1.4,2.5,8.4,4.7,,,,,,85728,210988,163115,10,3,4,18,29
Cases,11/19/2022,18-29,155.2,49.3,79.4,3.1,2.0,,,,,,86334,211053,162514,134,104,129,18,29
Deaths,02/19/2022,5-11,0.0,0.0,,,,,,,,,105672,76111,,0,0,,5,11
Deaths,04/10/2021,12-17,0.0,,,,,,,,,,177465,,,0,,,12,17
Deaths,01/08/2022,5-11,0.0,0.0,,,,,,,,,130383,47648,,0,0,,5,11
Cases,09/11/2021,30-49,242.1,77.9,,3.1,,,,,,,227195,526013,,550,410,,30,49
Hospitalizations,03/12/2022,5-11,0.0,0.0,,,,,,,,,102653,88291,,0,0,,5,11
Deaths,08/20/2022,All,0.8,0.2,0.5,4.0,1.6,0.8,0.6,0.3,1.4,2.5,596842,851137,1027279,5,2,5,999,999
Cases,08/13/2022,5-11,86.9,68.9,105.7,1.3,0.8,,,,,,94395,87081,13241,82,60,14,5,11
Deaths,06/05/2021,65-79,17.4,1.1,,15.8,,,,,,,74878,180667,,13,2,,65,79
Hospitalizations,07/02/2022,5-11,2.1,2.2,0.0,1.0,,,,,,,96984,91893,6771,2,2,0,5,11
Deaths,03/12/2022,50-64,0.0,1.4,0.4,0.0,0.0,,,,,,42783,142849,224379,0,2,1,50,64
Hospitalizations,10/16/2021,18-29,7.5,0.0,,,,,,,,,174287,308570,,13,0,,18,29
Hospitalizations,04/02/2022,5-11,0.0,1.1,,0.0,,,,,,,101187,92910,,0,1,,5,11
Cases,08/06/2022,30-49,325.5,160.8,238.8,2.0,1.4,,,,,,120412,279927,346672,392,450,828,30,49
Deaths,06/26/2021,80+,3.0,0.0,,,,,,,,,32987,51498,,1,0,,80,200
Deaths,07/31/2021,30-49,1.5,0.0,,,,,,,,,261164,502200,,4,0,,30,49
Hospitalizations,11/19/2022,30-49,16.5,3.3,2.5,5.0,6.6,,,,,,108806,274011,360531,18,9,9,30,49
Deaths,07/02/2022,All,0.3,0.2,0.4,1.5,0.8,0.5,0.5,0.2,1.1,2.2,620001,869779,997560,2,2,4,999,999
Cases,09/17/2022,5-11,130.4,115.2,207.6,1.1,0.6,,,,,,92765,83337,18782,121,96,39,5,11
Deaths,09/11/2021,80+,16.3,5.6,,2.9,,,,,,,30633,53616,,5,3,,80,200
Deaths,04/03/2021,18-29,0.0,0.0,,,,,,,,,387010,47341,,0,0,,18,29
Deaths,03/19/2022,65-79,2.1,0.0,0.0,,,,,,,,46675,52638,159501,1,0,0,65,79
Hospitalizations,05/14/2022,18-29,4.0,1.4,6.1,2.9,0.7,,,,,,100992,216649,147691,4,3,9,18,29
Hospitalizations,06/19/2021,30-49,4.2,0.2,,21.0,,,,,,,289019,455685,,12,1,,30,49
Hospitalizations,02/05/2022,50-64,39.5,7.6,8.8,5.2,4.5,,,,,,45552,158502,203509,18,12,18,50,64
Cases,04/02/2022,12-17,112.1,53.9,78.7,2.1,1.4,,,,,,36560,96512,31770,41,52,25,12,17
Deaths,05/14/2022,30-49,0.0,0.0,0.0,,,,,,,,124280,287263,336150,0,0,0,30,49
Hospitalizations,05/29/2021,12-17,1.6,0.0,,,,,,,,,127380,9030,,2,0,,12,17
Deaths,03/26/2022,50-64,2.4,0.0,0.0,,,,,,,,42183,140588,227682,1,0,0,50,64
Cases,05/28/2022,18-29,392.5,168.6,412.0,2.3,1.0,,,,,,100140,215859,149031,393,364,614,18,29
Cases,11/12/2022,All,160.4,84.2,108.3,1.9,1.5,187.9,85.7,97.2,2.2,1.9,555364,836305,1073987,891,704,1163,999,999
Deaths,09/03/2022,12-17,0.0,0.0,0.0,,,,,,,,33627,87066,44334,0,0,0,12,17
Deaths,05/07/2022,80+,0.0,0.0,4.4,,0.0,,,,,,26109,13232,44963,0,0,2,80,200
Cases,07/17/2021,65-79,36.0,7.8,,4.6,,,,,,,69353,191803,,25,15,,65,79
Cases,12/25/2021,30-49,2558.5,1645.2,1142.1,1.6,2.2,,,,,,167171,407421,177656,4277,6703,2029,30,49
Hospitalizations,05/21/2022,30-49,8.1,4.2,3.0,1.9,2.7,,,,,,123858,286455,337287,10,12,10,30,49
Hospitalizations,11/12/2022,0-4,4.3,0.0,,,,,,,,,162642,,,7,0,,0,4
Deaths,08/06/2022,50-64,2.7,0.8,0.4,3.4,6.8,,,,,,37548,127737,245803,1,1,1,50,64
Deaths,10/01/2022,12-17,0.0,0.0,0.0,,,,,,,,33229,86168,45576,0,0,0,12,17
Deaths,07/02/2022,12-17,0.0,0.0,0.0,,,,,,,,34846,92473,37978,0,0,0,12,17
Deaths,02/26/2022,50-64,9.2,2.0,0.9,4.6,10.2,,,,,,43451,146350,219227,4,3,2,50,64
Deaths,05/07/2022,18-29,0.0,0.0,0.0,,,,,,,,101386,217073,146973,0,0,0,18,29
Cases,01/15/2022,65-79,1151.8,880.4,529.9,1.3,2.2,,,,,,48965,69968,139270,564,616,738,65,79
Deaths,05/22/2021,18-29,0.4,0.0,,,,,,,,,257887,180013,,1,0,,18,29
Deaths,08/07/2021,80+,6.3,3.8,,1.7,,,,,,,31663,53182,,2,2,,80,200
Cases,07/03/2021,18-29,20.1,7.0,,2.9,,,,,,,228443,258861,,46,18,,18,29
Hospitalizations,04/09/2022,12-17,0.0,1.0,0.0,0.0,,,,,,,36402,96259,32390,0,1,0,12,17
Hospitalizations,07/24/2021,18-29,7.3,0.4,,18.2,,,,,,,218866,272335,,16,1,,18,29
Hospitalizations,09/11/2021,65-79,35.0,9.7,,3.6,,,,,,,62796,195832,,22,19,,65,79
Cases,05/21/2022,12-17,509.7,256.7,387.7,2.0,1.3,,,,,,35509,94657,35083,181,243,136,12,17
Cases,10/23/2021,12-17,184.4,15.9,,11.6,,,,,,,63459,100436,,117,16,,12,17
Deaths,05/07/2022,65-79,2.2,2.0,0.0,1.1,,,,,,,45535,49304,164423,1,1,0,65,79
Deaths,10/30/2021,65-79,7.0,0.6,0.0,11.7,,,,,,,57175,169564,33345,4,1,0,65,79
Hospitalizations,05/08/2021,18-29,9.4,0.8,,11.8,,,,,,,277530,130784,,26,1,,18,29
Cases,06/05/2021,All,36.0,5.5,,6.5,,40.0,4.2,,9.5,,1271160,1165275,,457,64,,999,999
Deaths,12/04/2021,5-11,0.0,0.0,,,,,,,,,155369,13,,0,0,,5,11
Hospitalizations,06/05/2021,50-64,26.1,0.4,,65.2,,,,,,,118823,272958,,31,1,,50,64
Cases,07/09/2022,All,226.2,138.8,250.0,1.6,0.9,273.2,132.8,216.4,2.1,1.3,616376,866687,1001800,1394,1203,2504,999,999
Hospitalizations,06/19/2021,All,2.8,0.3,,9.3,,3.8,0.2,,16.2,,1230537,1248752,,34,4,,999,999
Deaths,04/24/2021,12-17,0.0,,,,,,,,,,170801,,,0,,,12,17
Cases,07/10/2021,18-29,35.5,11.4,,3.1,,,,,,,225640,264259,,80,30,,18,29
Hospitalizations,10/02/2021,30-49,18.3,0.6,,30.5,,,,,,,213291,538234,,39,3,,30,49
Cases,03/12/2022,50-64,70.1,21.0,32.1,3.3,2.2,,,,,,42783,142849,224379,30,30,72,50,64
Cases,04/10/2021,18-29,335.4,42.6,,7.9,,,,,,,355716,54039,,1193,23,,18,29
Cases,04/16/2022,All,120.7,77.0,186.6,1.6,0.6,139.4,70.5,162.9,2.0,0.9,642673,901069,947510,776,694,1768,999,999
Deaths,07/30/2022,12-17,0.0,0.0,0.0,,,,,,,,34281,90525,40361,0,0,0,12,17
Cases,11/05/2022,50-64,399.8,83.4,125.0,4.8,3.2,,,,,,33018,122360,253682,132,102,317,50,64
Cases,01/22/2022,12-17,824.8,574.8,296.6,1.4,2.8,,,,,,44377,105594,8766,366,607,26,12,17
Cases,10/30/2021,All,143.5,57.6,25.7,2.5,5.6,162.7,46.8,24.0,3.5,6.8,960546,1490119,93511,1378,859,24,999,999
Hospitalizations,09/24/2022,12-17,3.0,0.0,0.0,,,,,,,,33329,86395,45248,1,0,0,12,17
Cases,07/09/2022,12-17,144.0,67.4,121.9,2.1,1.2,,,,,,34734,91991,38572,50,62,47,12,17
Cases,04/09/2022,65-79,54.1,54.7,71.9,1.0,0.8,,,,,,46206,51182,161335,25,28,116,65,79
Hospitalizations,08/20/2022,5-11,0.0,2.3,7.0,0.0,0.0,,,,,,93797,86291,14367,0,2,1,5,11
Deaths,08/28/2021,80+,32.3,3.7,,8.7,,,,,,,30941,53744,,10,2,,80,200
Cases,06/04/2022,80+,123.7,213.7,250.7,0.6,0.5,,,,,,25873,12636,45870,32,27,115,80,200
Deaths,04/24/2021,80+,16.0,2.5,,6.4,,,,,,,37439,39419,,6,1,,80,200
Cases,09/25/2021,50-64,186.9,51.1,,3.7,,,,,,,78107,330996,,146,169,,50,64
Hospitalizations,04/16/2022,30-49,4.0,1.7,2.4,2.4,1.7,,,,,,125835,290450,331402,5,5,8,30,49
Deaths,11/06/2021,18-29,0.0,0.0,0.0,,,,,,,,166895,309882,10041,0,0,0,18,29
Hospitalizations,02/19/2022,18-29,4.6,0.9,0.8,5.1,5.8,,,,,,108354,220411,129812,5,2,1,18,29
Deaths,06/19/2021,30-49,1.7,0.0,,,,,,,,,289019,455685,,5,0,,30,49
Cases,03/26/2022,50-64,83.0,29.9,51.8,2.8,1.6,,,,,,42183,140588,227682,35,42,118,50,64
Hospitalizations,11/13/2021,5-11,1.7,,,,,,,,,,179754,,,3,,,5,11
Hospitalizations,11/12/2022,5-11,1.1,0.0,0.0,,,,,,,,91038,80533,23379,1,0,0,5,11
Hospitalizations,06/18/2022,65-79,35.9,32.0,16.6,1.1,2.2,,,,,,44594,46836,168262,16,15,28,65,79
Deaths,03/19/2022,5-11,0.0,0.0,,,,,,,,,101993,90402,,0,0,,5,11
Hospitalizations,07/23/2022,18-29,13.3,6.6,5.2,2.0,2.6,,,,,,97591,213181,153565,13,14,8,18,29
Hospitalizations,06/26/2021,80+,9.1,1.9,,4.8,,,,,,,32987,51498,,3,1,,80,200
Hospitalizations,09/25/2021,12-17,4.4,0.0,,,,,,,,,68472,91521,,3,0,,12,17
Deaths,05/14/2022,18-29,0.0,0.0,0.7,,0.0,,,,,,100992,216649,147691,0,0,1,18,29
Hospitalizations,03/19/2022,12-17,2.7,1.0,0.0,2.7,,,,,,,36954,96984,30163,1,1,0,12,17
Hospitalizations,08/06/2022,65-79,34.3,40.3,21.0,0.9,1.6,,,,,,43730,44700,171318,15,18,36,65,79
Hospitalizations,10/29/2022,12-17,0.0,0.0,2.1,,0.0,,,,,,32717,84872,47226,0,0,1,12,17
Hospitalizations,07/23/2022,All,17.6,9.3,10.9,1.9,1.6,22.7,12.5,7.6,1.8,3.0,608643,861261,1009494,107,80,110,999,999
Hospitalizations,01/08/2022,5-11,4.6,6.3,,0.7,,,,,,,130383,47648,,6,3,,5,11
Hospitalizations,04/10/2021,18-29,5.9,1.9,,3.1,,,,,,,355716,54039,,21,1,,18,29
Deaths,06/05/2021,80+,8.9,0.0,,,,,,,,,33849,49828,,3,0,,80,200
Hospitalizations,09/03/2022,18-29,9.4,0.9,0.6,10.4,15.7,,,,,,95775,211246,156864,9,2,1,18,29
Cases,10/15/2022,All,111.4,56.4,93.7,2.0,1.2,143.1,61.9,80.7,2.3,1.8,571619,842927,1055525,637,475,989,999,999
Cases,07/24/2021,All,76.5,30.5,,2.5,,82.7,25.1,,3.3,,1157866,1391176,,886,424,,999,999
Cases,11/13/2021,50-64,286.4,87.9,26.8,3.3,10.7,,,,,,66350,310578,37372,190,273,10,50,64
Deaths,07/23/2022,18-29,0.0,0.0,0.0,,,,,,,,97591,213181,153565,0,0,0,18,29
Cases,12/18/2021,12-17,1823.1,503.0,744.9,3.6,2.4,,,,,,54687,108940,537,997,548,4,12,17
Deaths,07/09/2022,5-11,0.0,0.0,0.0,,,,,,,,96668,90956,7995,0,0,0,5,11
Cases,09/24/2022,18-29,155.4,43.1,91.9,3.6,1.7,,,,,,93970,211138,157721,146,91,145,18,29
Deaths,06/19/2021,18-29,0.0,0.0,,,,,,,,,235766,241627,,0,0,,18,29
Hospitalizations,01/15/2022,12-17,17.1,1.9,0.0,9.0,,,,,,,46688,107942,5146,8,2,0,12,17
Hospitalizations,01/29/2022,All,28.8,14.2,11.6,2.0,2.5,40.1,17.8,7.4,2.2,5.4,696767,958922,784226,201,136,91,999,999
Hospitalizations,10/02/2021,50-64,40.7,4.8,,8.5,,,,,,,76230,332579,,31,16,,50,64
Hospitalizations,08/06/2022,All,15.6,7.1,11.3,2.2,1.4,19.7,9.5,7.7,2.1,2.5,602581,854993,1018917,94,61,115,999,999
Cases,11/19/2022,30-49,200.4,81.0,100.7,2.5,2.0,,,,,,108806,274011,360531,218,222,363,30,49
Cases,07/16/2022,18-29,351.3,142.8,242.5,2.5,1.4,,,,,,97928,213563,152974,344,305,371,18,29
Cases,04/09/2022,All,107.3,81.7,149.1,1.3,0.7,114.4,75.7,131.8,1.5,0.9,644745,903644,942225,692,738,1405,999,999
Deaths,02/05/2022,80+,59.9,80.9,2.4,0.7,25.0,,,,,,26701,16064,41259,16,13,1,80,200
Hospitalizations,07/30/2022,18-29,12.3,4.2,3.9,2.9,3.2,,,,,,97306,212732,154269,12,9,6,18,29
Deaths,08/27/2022,65-79,6.9,0.0,0.6,,11.5,,,,,,43493,44001,172314,3,0,1,65,79
Deaths,08/21/2021,80+,12.8,3.7,,3.5,,,,,,,31144,53538,,4,2,,80,200
Hospitalizations,03/05/2022,65-79,10.7,9.2,3.2,1.2,3.3,,,,,,46883,54131,157620,5,5,5,65,79
Deaths,07/10/2021,All,0.7,0.0,,,,1.0,0.0,,,,1186856,1355719,,8,0,,999,999
Hospitalizations,03/19/2022,All,4.8,2.5,2.6,1.9,1.8,6.5,3.1,1.8,2.1,3.5,651087,910368,924116,31,23,24,999,999
Hospitalizations,06/12/2021,30-49,8.8,0.0,,,,,,,,,294861,443989,,26,0,,30,49
Deaths,08/06/2022,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Hospitalizations,02/05/2022,18-29,8.0,1.3,0.8,6.2,10.0,,,,,,113125,224504,119371,9,3,1,18,29
Cases,04/17/2021,30-49,315.7,29.7,,10.6,,,,,,,414302,151345,,1308,45,,30,49
Deaths,05/08/2021,65-79,15.8,0.6,,26.3,,,,,,,82446,162110,,13,1,,65,79
Hospitalizations,04/02/2022,80+,7.6,0.0,6.8,,1.1,,,,,,26341,13897,43917,2,0,3,80,200
Deaths,04/16/2022,30-49,0.0,0.0,0.0,,,,,,,,125835,290450,331402,0,0,0,30,49
Hospitalizations,10/30/2021,All,10.3,2.2,1.1,4.7,9.4,16.7,1.9,0.3,8.9,59.7,960546,1490119,93511,99,33,1,999,999
Cases,06/19/2021,65-79,15.2,2.7,,5.6,,,,,,,72543,185518,,11,5,,65,79
Deaths,02/26/2022,5-11,0.0,0.0,,,,,,,,,104337,81396,,0,0,,5,11
Hospitalizations,01/15/2022,65-79,322.7,170.1,43.8,1.9,7.4,,,,,,48965,69968,139270,158,119,61,65,79
Deaths,05/07/2022,5-11,0.0,0.0,,,,,,,,,99487,95649,,0,0,,5,11
Deaths,08/28/2021,50-64,4.6,0.3,,15.3,,,,,,,86467,324811,,4,1,,50,64
Hospitalizations,07/24/2021,50-64,18.1,1.3,,13.9,,,,,,,99642,313727,,18,4,,50,64
Hospitalizations,04/24/2021,80+,69.4,7.6,,9.1,,,,,,,37439,39419,,26,3,,80,200
Deaths,05/21/2022,5-11,0.0,0.0,0.0,,,,,,,,98777,96339,410,0,0,0,5,11
Hospitalizations,11/13/2021,80+,48.9,44.0,13.5,1.1,3.6,,,,,,28648,40881,14796,14,18,2,80,200
Hospitalizations,11/05/2022,12-17,0.0,0.0,0.0,,,,,,,,32598,84445,47746,0,0,0,12,17
Deaths,10/22/2022,All,0.2,0.2,0.2,1.0,1.0,0.2,0.3,0.1,0.7,1.8,567009,841773,1059880,1,2,2,999,999
Cases,06/26/2021,50-64,16.5,5.0,,3.3,,,,,,,108830,297533,,18,15,,50,64
Deaths,12/25/2021,18-29,0.0,0.0,0.0,,,,,,,,144143,275364,57245,0,0,0,18,29
Deaths,02/05/2022,65-79,25.1,30.1,7.3,0.8,3.4,,,,,,47734,59890,150496,12,18,11,65,79
Deaths,03/12/2022,30-49,0.8,0.0,0.0,,,,,,,,128721,295953,321149,1,0,0,30,49
Deaths,07/16/2022,65-79,4.5,0.0,0.0,,,,,,,,44113,45597,170033,2,0,0,65,79
Deaths,12/04/2021,All,3.7,0.5,0.0,7.4,,5.6,0.6,0.0,9.6,,854592,1291144,336442,32,6,0,999,999
Cases,03/12/2022,30-49,52.8,16.2,45.5,3.3,1.2,,,,,,128721,295953,321149,68,48,146,30,49
Cases,11/05/2022,12-17,153.4,72.2,75.4,2.1,2.0,,,,,,32598,84445,47746,50,61,36,12,17
Hospitalizations,11/05/2022,65-79,70.5,36.4,17.0,1.9,4.1,,,,,,39736,41182,176879,28,15,30,65,79
Cases,12/25/2021,All,1676.4,1358.2,816.9,1.2,2.1,1956.5,1160.1,789.2,1.7,2.5,804573,1165628,521475,13488,15831,4260,999,999
Cases,10/22/2022,80+,73.0,181.1,169.5,0.4,0.4,,,,,,24670,11042,48391,18,20,82,80,200
Cases,04/17/2021,12-17,164.0,,,,,,,,,,175046,,,287,,,12,17
Cases,05/08/2021,18-29,216.9,15.3,,14.2,,,,,,,277530,130784,,602,20,,18,29
Cases,05/22/2021,65-79,82.2,15.1,,5.4,,,,,,,77812,172694,,64,26,,65,79
Deaths,08/28/2021,65-79,9.4,0.0,,,,,,,,,64117,196507,,6,0,,65,79
Deaths,11/05/2022,50-64,0.0,0.0,0.0,,,,,,,,33018,122360,253682,0,0,0,50,64
Cases,12/11/2021,5-11,442.2,0.0,,,,,,,,,150371,2888,,665,0,,5,11
Deaths,10/16/2021,All,2.0,0.3,,6.7,,2.9,0.2,,15.3,,979692,1515069,,20,4,,999,999
Hospitalizations,10/15/2022,50-64,23.1,9.7,6.4,2.4,3.6,,,,,,34643,124096,251117,8,12,16,50,64
Cases,08/21/2021,80+,57.8,50.4,,1.1,,,,,,,31144,53538,,18,27,,80,200
Cases,09/04/2021,50-64,262.0,65.6,,4.0,,,,,,,83983,326344,,220,214,,50,64
Deaths,10/09/2021,All,2.6,0.2,,13.0,,4.1,0.2,,24.1,,990439,1526485,,26,3,,999,999
Deaths,04/30/2022,12-17,0.0,0.0,0.0,,,,,,,,35947,95359,33962,0,0,0,12,17
Deaths,11/19/2022,5-11,0.0,0.0,0.0,,,,,,,,90798,79739,24338,0,0,0,5,11
Deaths,12/11/2021,All,5.9,1.0,1.3,5.9,4.5,8.8,1.1,0.6,8.2,15.9,837312,1251596,384403,49,12,5,999,999
Deaths,06/05/2021,12-17,0.0,0.0,,,,,,,,,122067,12111,,0,0,,12,17
Hospitalizations,02/26/2022,30-49,7.7,2.0,2.2,3.8,3.5,,,,,,130573,298200,313541,10,6,7,30,49
Hospitalizations,07/17/2021,30-49,6.6,0.0,,,,,,,,,271581,492444,,18,0,,30,49
Hospitalizations,12/11/2021,50-64,145.1,16.2,1.1,9.0,131.9,,,,,,59272,259842,93294,86,42,1,50,64
Hospitalizations,02/12/2022,18-29,6.3,1.8,1.6,3.5,3.9,,,,,,110243,221292,125696,7,4,2,18,29
Cases,07/09/2022,80+,124.4,239.7,220.8,0.5,0.6,,,,,,25714,12100,46643,32,29,103,80,200
Deaths,03/05/2022,All,1.2,0.9,0.4,1.3,3.0,1.4,1.7,0.3,0.8,4.7,657102,913325,904798,8,8,4,999,999
Deaths,04/02/2022,30-49,0.0,0.0,0.0,,,,,,,,126802,292392,328268,0,0,0,30,49
Hospitalizations,09/25/2021,80+,39.6,26.2,,1.5,,,,,,,30308,53437,,12,14,,80,200
Hospitalizations,11/20/2021,5-11,1.2,0.0,,,,,,,,,165666,1,,2,0,,5,11
Deaths,10/23/2021,12-17,0.0,0.0,,,,,,,,,63459,100436,,0,0,,12,17
Cases,07/02/2022,12-17,160.7,70.3,171.2,2.3,0.9,,,,,,34846,92473,37978,56,65,65,12,17
Cases,07/03/2021,All,18.1,6.0,,3.0,,20.0,5.0,,4.0,,1199005,1331487,,217,80,,999,999
Hospitalizations,01/01/2022,5-11,6.6,0.0,,,,,,,,,136959,44506,,9,0,,5,11
Deaths,03/26/2022,18-29,0.0,0.0,0.0,,,,,,,,103982,219829,141353,0,0,0,18,29
Hospitalizations,10/29/2022,30-49,12.5,2.9,3.6,4.3,3.5,,,,,,111704,275402,357009,14,8,13,30,49
Cases,02/12/2022,30-49,165.3,65.5,119.1,2.5,1.4,,,,,,133695,304015,299754,221,199,357,30,49
Deaths,10/01/2022,All,0.3,0.1,0.8,3.0,0.4,0.4,0.3,0.5,1.4,0.8,579740,844935,1046779,2,1,8,999,999
Deaths,05/22/2021,65-79,21.8,0.0,,,,,,,,,77812,172694,,17,0,,65,79
Cases,11/05/2022,30-49,207.8,74.2,106.6,2.8,1.9,,,,,,110700,274873,358312,230,204,382,30,49
Hospitalizations,11/06/2021,5-11,2.0,,,,,,,,,,204877,,,4,,,5,11
Cases,02/05/2022,12-17,236.9,147.0,86.2,1.6,2.7,,,,,,40945,98628,18568,97,145,16,12,17
Cases,06/12/2021,18-29,36.6,4.3,,8.5,,,,,,,240139,233222,,88,10,,18,29
Deaths,06/26/2021,65-79,1.4,0.5,,2.8,,,,,,,71608,187689,,1,1,,65,79
Cases,07/02/2022,18-29,371.1,123.7,298.1,3.0,1.2,,,,,,98614,214147,151966,366,265,453,18,29
Deaths,06/25/2022,12-17,0.0,0.0,0.0,,,,,,,,34955,92937,37404,0,0,0,12,17
Cases,05/29/2021,50-64,107.5,7.7,,14.0,,,,,,,122792,258431,,132,20,,50,64
Cases,10/29/2022,30-49,178.1,75.5,109.2,2.4,1.6,,,,,,111704,275402,357009,199,208,390,30,49
Cases,11/26/2022,5-11,51.9,41.8,35.4,1.2,1.5,,,,,,90615,78878,25435,47,33,9,5,11
